loan_id,owner_id,owner_type,kredi_turu,tutar_tl,vade_ay,aylik_faiz_yuzde,baslangic_tarihi,durum,temerrut_flag
L001846,C01412,customer,KOBİ Kredisi,89073.04,24,3.19,2024-03-14,Kapalı,False
L001847,C01413,customer,KOBİ Kredisi,13811.96,48,3.23,2021-05-09,Kapalı,False
L001848,C01413,customer,İşletme Kredisi,13264.14,120,4.13,2019-08-25,Aktif,False
L001849,C01414,customer,KOBİ Kredisi,70445.31,12,3.8,2023-11-07,Kapalı,False
L001850,C01414,customer,Konut Kredisi,44918.25,120,2.67,2023-03-11,Aktif,False
L001851,C01415,customer,İşletme Kredisi,3926.12,120,3.03,2019-07-03,Aktif,False
L001852,C01416,customer,İhtiyaç Kredisi,49410.37,84,4.1,2021-11-10,Aktif,False
L001853,C01417,customer,Konut Kredisi,50626.04,84,4.26,2025-06-06,Aktif,False
L001854,C01418,customer,İşletme Kredisi,59988.49,36,3.21,2024-09-30,Aktif,False
L001855,C01418,customer,Kredi Kartı,69744.27,60,3.89,2023-07-17,Aktif,False
L001856,C01418,customer,İhtiyaç Kredisi,39649.25,84,4.39,2023-09-28,Aktif,False
L001857,C01419,customer,İşletme Kredisi,14579.82,84,4.87,2024-02-05,Aktif,False
L001858,C01420,customer,KOBİ Kredisi,30478.02,60,4.59,2021-08-03,Kapalı,False
L001859,C01420,customer,KOBİ Kredisi,10545.77,60,2.57,2021-06-01,Kapalı,False
L001860,C01421,customer,Kredi Kartı,48030.15,84,3.45,2019-11-07,Aktif,False
L001861,C01421,customer,İşletme Kredisi,41275.09,36,3.51,2020-05-30,Kapalı,True
L001862,C01422,customer,İşletme Kredisi,5224.98,84,3.66,2020-04-02,Aktif,False
L001863,C01422,customer,Kredi Kartı,60051.03,120,2.97,2026-03-15,Aktif,False
L001864,C01423,customer,Konut Kredisi,42112.43,24,3.55,2021-02-14,Aktif,False
L001865,C01424,customer,KOBİ Kredisi,7049.62,6,4.07,2026-07-25,Aktif,False
L001866,C01424,customer,İhtiyaç Kredisi,5902.56,120,3.51,2019-10-26,Aktif,False
L001867,C01424,customer,Konut Kredisi,246047.02,6,2.64,2024-02-12,Kapalı,False
L001868,C01425,customer,İhtiyaç Kredisi,33023.98,24,4.2,2019-06-11,Kapalı,False
L001869,C01425,customer,Konut Kredisi,7940.37,60,4.7,2023-03-28,Aktif,False
L001870,C01426,customer,KOBİ Kredisi,14574.99,36,4.07,2023-04-28,Kapalı,False
L001871,C01428,customer,Taşıt Kredisi,17672.43,12,3.95,2021-05-05,Aktif,False
L001872,C01429,customer,Kredi Kartı,88071.85,24,3.5,2020-12-21,Kapalı,False
L001873,C01430,customer,Konut Kredisi,65714.04,24,4.66,2020-02-01,Kapalı,False
L001874,C01430,customer,Kredi Kartı,31183.73,24,4.77,2019-05-06,Kapalı,False
L001875,C01431,customer,İşletme Kredisi,22897.51,36,3.99,2024-08-03,Aktif,False
L001876,C01431,customer,İhtiyaç Kredisi,16740.22,24,3.47,2021-08-07,Kapalı,False
L001877,C01433,customer,Kredi Kartı,128352.08,36,3.17,2024-07-17,Aktif,False
L001878,C01434,customer,Kredi Kartı,18919.62,60,3.11,2025-09-11,Aktif,True
L001879,C01435,customer,Taşıt Kredisi,13447.7,24,3.31,2025-08-12,Aktif,False
L001880,C01436,customer,İşletme Kredisi,301025.61,24,3.39,2025-12-10,Aktif,False
L001881,C01437,customer,İhtiyaç Kredisi,52054.21,12,4.2,2021-08-17,Kapalı,True
L001882,C01437,customer,Konut Kredisi,15458.52,60,2.51,2024-04-26,Aktif,False
L001883,C01437,customer,Kredi Kartı,11287.9,6,3.83,2026-06-04,Aktif,False
L001884,C01438,customer,Konut Kredisi,143446.84,6,2.59,2024-04-19,Kapalı,False
L001885,C01439,customer,İhtiyaç Kredisi,53653.55,12,2.93,2021-07-14,Kapalı,False
L001886,C01439,customer,Taşıt Kredisi,61187.74,84,3.51,2025-07-02,Aktif,False
L001887,C01440,customer,Konut Kredisi,50694.5,36,2.73,2025-02-14,Aktif,False
L001888,C01441,customer,KOBİ Kredisi,43817.39,36,4.33,2019-12-25,Kapalı,True
L001889,C01442,customer,İhtiyaç Kredisi,29298.88,36,4.56,2021-10-19,Kapalı,False
L001890,C01442,customer,KOBİ Kredisi,8288.95,120,3.26,2021-03-24,Aktif,False
L001891,C01443,customer,KOBİ Kredisi,17601.57,12,2.5,2022-05-10,Kapalı,False
L001892,C01444,customer,KOBİ Kredisi,60333.37,84,2.71,2019-11-10,Aktif,False
L001893,C01446,customer,Konut Kredisi,1488.93,84,3.54,2019-12-24,Aktif,False
L001894,C01446,customer,Kredi Kartı,88678.17,60,4.16,2025-01-04,Aktif,False
L001895,C01447,customer,İhtiyaç Kredisi,12654.04,12,3.77,2019-02-17,Kapalı,False
L001896,C01448,customer,İşletme Kredisi,23699.68,48,3.16,2026-06-02,Aktif,False
L001897,C01449,customer,İşletme Kredisi,87464.37,24,3.51,2020-11-03,Aktif,False
L001898,C01449,customer,İşletme Kredisi,101864.11,120,4.81,2024-08-28,Aktif,False
L001899,C01450,customer,Konut Kredisi,4704.64,36,4.29,2026-03-23,Aktif,False
L001900,C01453,customer,İhtiyaç Kredisi,54699.02,12,3.54,2019-06-08,Aktif,False
L001901,C01453,customer,İşletme Kredisi,80624.85,12,4.18,2019-01-30,Kapalı,False
L001902,C01454,customer,Kredi Kartı,5318.1,24,2.95,2026-05-02,Aktif,False
L001903,C01455,customer,Kredi Kartı,4724.86,120,4.42,2022-05-13,Aktif,False
L001904,C01455,customer,KOBİ Kredisi,111228.98,36,3.76,2019-05-22,Kapalı,False
L001905,C01455,customer,Konut Kredisi,12773.31,48,3.45,2020-05-21,Kapalı,False
L001906,C01456,customer,Taşıt Kredisi,13958.28,48,2.65,2022-01-08,Kapalı,False
L001907,C01456,customer,KOBİ Kredisi,36230.95,48,2.79,2020-07-21,Kapalı,False
L001908,C01457,customer,İhtiyaç Kredisi,21739.5,120,3.01,2024-08-14,Aktif,False
L001909,C01458,customer,Konut Kredisi,11757.76,120,3.9,2024-08-07,Aktif,True
L001910,C01459,customer,Taşıt Kredisi,21101.21,24,4.13,2024-09-07,Aktif,False
L001911,C01459,customer,Taşıt Kredisi,27003.79,12,3.75,2019-08-15,Kapalı,False
L001912,C01460,customer,İhtiyaç Kredisi,261819.01,12,4.16,2019-02-13,Kapalı,False
L001913,C01461,customer,İşletme Kredisi,8647.94,120,3.01,2025-06-25,Aktif,False
L001914,C01461,customer,Taşıt Kredisi,35836.29,36,3.12,2022-06-24,Aktif,True
L001915,C01462,customer,Kredi Kartı,36993.62,24,3.1,2022-05-17,Kapalı,True
L001916,C01462,customer,İşletme Kredisi,128379.86,84,2.77,2021-04-12,Aktif,False
L001917,C01463,customer,KOBİ Kredisi,20932.37,24,3.28,2023-10-02,Kapalı,False
L001918,C01463,customer,İhtiyaç Kredisi,108870.99,120,4.27,2024-04-01,Aktif,False
L001919,C01464,customer,Kredi Kartı,8479.29,84,3.29,2019-12-25,Aktif,False
L001920,C01465,customer,KOBİ Kredisi,8439.83,120,3.18,2021-02-04,Aktif,False
L001921,C01466,customer,KOBİ Kredisi,105774.14,24,3.95,2019-03-23,Kapalı,False
L001922,C01467,customer,KOBİ Kredisi,12464.86,60,3.01,2025-02-14,Aktif,False
L001923,C01467,customer,İhtiyaç Kredisi,19738.28,12,2.66,2022-06-18,Kapalı,False
L001924,C01468,customer,İşletme Kredisi,16055.29,24,4.9,2022-11-10,Aktif,False
L001925,C01469,customer,Taşıt Kredisi,24731.29,6,4.11,2023-05-04,Kapalı,False
L001926,C01470,customer,KOBİ Kredisi,28880.91,24,4.67,2022-08-24,Aktif,False
L001927,C01471,customer,Taşıt Kredisi,14786.26,6,3.48,2019-06-22,Kapalı,False
L001928,C01472,customer,İhtiyaç Kredisi,20538.57,60,4.38,2022-01-28,Aktif,False
L001929,C01472,customer,İhtiyaç Kredisi,34951.17,60,4.62,2019-06-26,Kapalı,False
L001930,C01473,customer,İşletme Kredisi,157352.28,60,2.86,2026-05-19,Aktif,False
L001931,C01474,customer,KOBİ Kredisi,23881.05,6,2.8,2021-11-27,Kapalı,True
L001932,C01474,customer,Konut Kredisi,25366.22,120,3.96,2021-05-12,Aktif,False
L001933,C01475,customer,İşletme Kredisi,65220.24,120,4.36,2025-04-08,Aktif,False
L001934,C01476,customer,KOBİ Kredisi,10564.12,60,3.9,2020-06-03,Kapalı,False
L001935,C01476,customer,Kredi Kartı,54908.81,48,3.12,2022-04-25,Kapalı,False
L001936,C01477,customer,Taşıt Kredisi,59138.02,60,3.65,2025-03-10,Aktif,False
L001937,C01479,customer,Taşıt Kredisi,10094.16,12,2.8,2019-09-02,Kapalı,False
L001938,C01480,customer,İhtiyaç Kredisi,25201.95,6,4.25,2020-08-04,Kapalı,False
L001939,C01481,customer,İşletme Kredisi,6401.18,24,3.42,2021-03-23,Kapalı,False
L001940,C01481,customer,İhtiyaç Kredisi,374516.06,84,2.96,2020-12-13,Aktif,False
L001941,C01482,customer,Kredi Kartı,22618.27,12,4.4,2023-02-24,Kapalı,True
L001942,C01483,customer,İşletme Kredisi,114363.22,36,2.97,2020-11-16,Kapalı,False
L001943,C01483,customer,İhtiyaç Kredisi,1481.17,48,3.52,2020-01-28,Kapalı,False
L001944,C01484,customer,Konut Kredisi,45881.58,48,4.86,2021-06-19,Kapalı,False
L001945,C01485,customer,İhtiyaç Kredisi,17961.71,24,4.04,2022-06-13,Kapalı,False
L001946,C01485,customer,KOBİ Kredisi,5186.54,48,3.7,2026-04-20,Aktif,False
L001947,C01486,customer,Konut Kredisi,25312.67,36,3.59,2021-03-13,Aktif,True
L001948,C01486,customer,İhtiyaç Kredisi,87259.14,36,4.38,2019-06-30,Kapalı,False
L001949,C01488,customer,Kredi Kartı,59826.42,60,4.89,2025-02-20,Aktif,False
L001950,C01488,customer,İşletme Kredisi,38711.48,12,3.74,2023-01-15,Kapalı,False
L001951,C01490,customer,Taşıt Kredisi,13520.89,60,4.46,2019-01-14,Aktif,False
L001952,C01491,customer,İşletme Kredisi,19809.18,24,4.84,2023-01-17,Aktif,False
L001953,C01492,customer,İhtiyaç Kredisi,24460.11,48,3.62,2025-11-12,Aktif,False
L001954,C01492,customer,İşletme Kredisi,7348.75,48,3.68,2021-09-10,Kapalı,False
L001955,C01493,customer,Taşıt Kredisi,116875.48,12,4.46,2020-12-22,Kapalı,False
L001956,C01494,customer,Taşıt Kredisi,25218.7,84,2.62,2022-12-16,Aktif,False
L001957,C01495,customer,İşletme Kredisi,25745.27,60,3.12,2026-05-17,Aktif,False
L001958,C01495,customer,Taşıt Kredisi,39896.09,24,2.88,2019-02-09,Kapalı,True
L001959,C01496,customer,Taşıt Kredisi,12089.82,48,4.07,2024-07-24,Aktif,False
L001960,C01497,customer,Kredi Kartı,4411.09,24,2.62,2024-01-17,Kapalı,False
L001961,C01498,customer,Taşıt Kredisi,26758.0,48,4.82,2023-06-11,Aktif,False
L001962,C01499,customer,İşletme Kredisi,86455.98,36,3.16,2023-02-23,Aktif,False
L001963,C01500,customer,Konut Kredisi,38329.57,84,3.95,2020-04-09,Aktif,False
L001964,C01501,customer,İhtiyaç Kredisi,178555.31,12,4.24,2021-12-22,Kapalı,False
L001965,C01501,customer,İşletme Kredisi,2607.02,36,3.79,2022-01-29,Kapalı,False
L001966,C01502,customer,KOBİ Kredisi,54440.53,12,2.86,2026-04-24,Aktif,False
L001967,C01503,customer,İhtiyaç Kredisi,8007.6,12,2.72,2019-05-08,Kapalı,False
L001968,C01504,customer,Taşıt Kredisi,7101.53,12,2.89,2023-12-13,Kapalı,False
L001969,C01505,customer,İşletme Kredisi,23110.13,84,3.5,2021-04-11,Aktif,False
L001970,C01506,customer,Konut Kredisi,32989.3,60,4.39,2021-06-26,Kapalı,False
L001971,C01508,customer,İşletme Kredisi,9072.2,120,3.15,2022-08-05,Aktif,False
L001972,C01509,customer,KOBİ Kredisi,33292.6,60,2.8,2020-06-21,Kapalı,False
L001973,C01510,customer,İşletme Kredisi,271470.67,84,3.3,2020-02-14,Aktif,False
L001974,C01510,customer,Kredi Kartı,24963.54,24,3.83,2021-11-12,Aktif,False
L001975,C01511,customer,Kredi Kartı,76850.16,6,2.86,2019-05-15,Kapalı,False
L001976,C01512,customer,KOBİ Kredisi,7161.65,60,4.55,2025-01-19,Aktif,True
L001977,C01513,customer,Taşıt Kredisi,86709.24,60,3.84,2019-06-06,Kapalı,False
L001978,C01515,customer,İşletme Kredisi,5431.22,120,4.84,2021-12-31,Aktif,True
L001979,C01515,customer,Kredi Kartı,54801.55,120,2.92,2023-03-04,Aktif,False
L001980,C01516,customer,KOBİ Kredisi,29516.86,48,2.64,2020-07-12,Aktif,False
L001981,C01516,customer,Kredi Kartı,37925.17,6,3.39,2020-10-17,Kapalı,False
L001982,C01517,customer,İhtiyaç Kredisi,57268.44,48,4.46,2025-07-25,Aktif,False
L001983,C01518,customer,İşletme Kredisi,11871.14,48,4.48,2019-10-25,Kapalı,False
L001984,C01519,customer,Kredi Kartı,3521.71,48,2.72,2022-03-15,Kapalı,False
L001985,C01520,customer,Taşıt Kredisi,5519.84,120,2.99,2026-03-17,Aktif,False
L001986,C01520,customer,İşletme Kredisi,8292.28,36,4.65,2025-12-04,Aktif,False
L001987,C01521,customer,Taşıt Kredisi,63983.41,6,2.58,2022-11-17,Kapalı,False
L001988,C01522,customer,Konut Kredisi,36716.46,120,3.49,2019-01-23,Aktif,False
L001989,C01522,customer,Konut Kredisi,8160.85,36,4.17,2021-08-04,Kapalı,False
L001990,C01523,customer,İşletme Kredisi,117819.88,48,2.55,2025-03-24,Aktif,False
L001991,C01524,customer,İşletme Kredisi,18528.06,24,4.47,2023-05-13,Kapalı,False
L001992,C01524,customer,Taşıt Kredisi,8562.02,36,2.99,2026-07-19,Aktif,False
L001993,C01525,customer,Taşıt Kredisi,2709.27,12,4.09,2021-12-13,Kapalı,True
L001994,C01525,customer,İşletme Kredisi,25888.76,6,3.32,2021-07-20,Aktif,False
L001995,C01526,customer,İhtiyaç Kredisi,10946.82,6,2.98,2021-06-28,Kapalı,True
L001996,C01527,customer,Kredi Kartı,81162.98,48,4.43,2019-02-21,Kapalı,False
L001997,C01527,customer,İşletme Kredisi,812645.87,120,4.17,2025-01-10,Aktif,False
L001998,C01528,customer,Taşıt Kredisi,19758.13,12,3.5,2023-09-02,Aktif,False
L001999,C01529,customer,Konut Kredisi,35822.85,48,4.63,2021-08-17,Aktif,False
L002000,C01529,customer,Konut Kredisi,9062.72,48,4.15,2026-02-10,Aktif,False
L002001,C01529,customer,Konut Kredisi,19116.46,60,3.15,2019-03-28,Kapalı,False
L002002,C01530,customer,Taşıt Kredisi,59592.18,24,3.45,2024-12-03,Aktif,False
L002003,C01530,customer,İşletme Kredisi,12507.9,12,4.31,2023-06-03,Kapalı,False
L002004,C01531,customer,Kredi Kartı,42442.38,12,3.14,2025-07-08,Aktif,False
L002005,C01532,customer,İşletme Kredisi,51373.13,6,3.03,2024-07-02,Kapalı,False
L002006,C01533,customer,Taşıt Kredisi,228217.69,120,3.23,2020-05-14,Aktif,False
L002007,C01533,customer,Taşıt Kredisi,21404.7,60,4.12,2022-11-06,Aktif,False
L002008,C01534,customer,İşletme Kredisi,4570.77,48,2.84,2023-11-16,Aktif,False
L002009,C01534,customer,KOBİ Kredisi,13868.24,36,4.32,2026-01-31,Aktif,False
L002010,C01535,customer,İşletme Kredisi,22961.25,120,4.2,2020-12-26,Aktif,False
L002011,C01536,customer,Taşıt Kredisi,30396.78,36,4.76,2024-11-21,Aktif,False
L002012,C01538,customer,Taşıt Kredisi,89951.55,24,4.34,2024-05-26,Kapalı,False
L002013,C01539,customer,Taşıt Kredisi,9562.65,24,3.67,2024-05-07,Aktif,False
L002014,C01540,customer,Taşıt Kredisi,11704.36,84,4.34,2022-12-15,Aktif,False
L002015,C01541,customer,Konut Kredisi,110616.66,24,3.45,2021-12-10,Kapalı,False
L002016,C01542,customer,Taşıt Kredisi,2373.02,36,4.54,2021-10-12,Kapalı,False
L002017,C01542,customer,İşletme Kredisi,14487.22,60,2.93,2026-04-07,Aktif,False
L002018,C01543,customer,İşletme Kredisi,17070.37,6,3.89,2022-08-27,Kapalı,False
L002019,C01543,customer,Konut Kredisi,41256.0,36,4.48,2026-05-24,Aktif,False
L002020,C01544,customer,Kredi Kartı,26559.31,24,2.95,2024-04-24,Kapalı,False
L002021,C01544,customer,Konut Kredisi,13602.08,6,3.77,2025-07-29,Kapalı,False
L002022,C01545,customer,KOBİ Kredisi,89802.63,12,3.96,2024-12-27,Aktif,False
L002023,C01546,customer,İhtiyaç Kredisi,15768.0,36,3.6,2020-08-13,Kapalı,True
L002024,C01546,customer,Taşıt Kredisi,32864.61,12,4.09,2022-03-13,Aktif,False
L002025,C01547,customer,Taşıt Kredisi,12700.35,60,3.5,2021-12-03,Aktif,False
L002026,C01548,customer,Kredi Kartı,18513.17,36,3.18,2024-04-17,Aktif,True
L002027,C01548,customer,Konut Kredisi,143489.83,60,2.53,2022-11-22,Aktif,False
L002028,C01548,customer,Kredi Kartı,33401.51,84,4.66,2021-02-21,Aktif,False
L002029,C01549,customer,İşletme Kredisi,17468.99,12,3.33,2021-12-22,Kapalı,False
L002030,C01550,customer,Konut Kredisi,11359.81,120,2.53,2024-02-05,Aktif,False
L002031,C01550,customer,İşletme Kredisi,10850.95,6,4.48,2024-01-18,Aktif,False
L002032,C01551,customer,Taşıt Kredisi,38083.08,36,3.7,2025-12-10,Aktif,False
L002033,C01551,customer,KOBİ Kredisi,47664.2,60,2.88,2020-07-13,Kapalı,False
L002034,C01552,customer,İhtiyaç Kredisi,7928.47,48,4.0,2020-03-11,Kapalı,False
L002035,C01553,customer,Taşıt Kredisi,33402.01,120,3.79,2022-02-13,Aktif,False
L002036,C01553,customer,KOBİ Kredisi,66754.92,48,4.9,2023-03-09,Aktif,False
L002037,C01553,customer,İşletme Kredisi,2888.36,24,4.68,2023-03-02,Kapalı,False
L002038,C01554,customer,Taşıt Kredisi,101118.14,36,2.73,2024-04-29,Aktif,False
L002039,C01555,customer,Taşıt Kredisi,21080.26,84,3.52,2022-03-27,Aktif,False
L002040,C01556,customer,Taşıt Kredisi,12368.48,60,4.88,2021-08-02,Kapalı,False
L002041,C01557,customer,Konut Kredisi,10370.04,84,3.96,2021-09-26,Aktif,True
L002042,C01558,customer,İhtiyaç Kredisi,19495.33,6,3.66,2025-10-25,Aktif,False
L002043,C01558,customer,İhtiyaç Kredisi,51595.5,48,3.79,2020-12-04,Kapalı,False
L002044,C01559,customer,KOBİ Kredisi,6842.22,36,3.47,2020-09-03,Kapalı,True
L002045,C01560,customer,KOBİ Kredisi,45815.24,60,4.27,2022-08-02,Aktif,False
L002046,C01561,customer,KOBİ Kredisi,37083.81,48,2.63,2024-05-08,Aktif,False
L002047,C01561,customer,Konut Kredisi,138093.32,36,3.9,2023-06-10,Kapalı,False
L002048,C01562,customer,Taşıt Kredisi,20109.38,12,3.32,2023-06-27,Kapalı,False
L002049,C01563,customer,İhtiyaç Kredisi,11824.16,24,3.74,2024-09-10,Aktif,False
L002050,C01564,customer,Konut Kredisi,7702.18,6,4.28,2025-12-04,Kapalı,False
L002051,C01564,customer,İşletme Kredisi,4455.62,36,2.64,2021-12-27,Aktif,False
L002052,C01565,customer,Kredi Kartı,10105.34,84,2.66,2022-02-19,Aktif,False
L002053,C01565,customer,İşletme Kredisi,13255.38,36,4.78,2023-01-30,Kapalı,False
L002054,C01566,customer,Konut Kredisi,109131.17,84,4.46,2020-11-02,Aktif,False
L002055,C01567,customer,Kredi Kartı,58267.69,60,4.9,2022-04-07,Aktif,False
L002056,C01568,customer,KOBİ Kredisi,5295.01,24,4.75,2023-08-22,Kapalı,True
L002057,C01569,customer,İşletme Kredisi,19935.92,24,3.43,2023-08-05,Kapalı,False
L002058,C01569,customer,Taşıt Kredisi,107442.42,84,2.96,2019-09-25,Kapalı,False
L002059,C01570,customer,KOBİ Kredisi,9695.09,36,4.87,2021-02-02,Kapalı,False
L002060,C01570,customer,Kredi Kartı,11895.74,120,2.66,2026-04-13,Aktif,False
L002061,C01570,customer,KOBİ Kredisi,17670.37,60,3.51,2025-08-12,Aktif,False
L002062,C01571,customer,İhtiyaç Kredisi,73068.28,48,2.72,2021-12-22,Kapalı,False
L002063,C01571,customer,İhtiyaç Kredisi,41414.45,48,4.18,2022-10-31,Aktif,False
L002064,C01572,customer,Taşıt Kredisi,23407.88,120,4.32,2023-05-06,Aktif,False
L002065,C01572,customer,KOBİ Kredisi,2691.58,12,3.49,2023-11-18,Kapalı,False
L002066,C01573,customer,Konut Kredisi,23096.93,36,2.54,2025-06-15,Aktif,False
L002067,C01573,customer,İhtiyaç Kredisi,23429.2,84,4.52,2021-06-23,Aktif,True
L002068,C01574,customer,KOBİ Kredisi,13923.0,24,3.83,2021-05-01,Kapalı,False
L002069,C01575,customer,Kredi Kartı,28892.49,12,4.69,2024-04-25,Kapalı,False
L002070,C01575,customer,Kredi Kartı,5626.28,60,3.73,2023-09-12,Aktif,False
L002071,C01576,customer,Taşıt Kredisi,94583.18,12,2.56,2020-03-20,Kapalı,False
L002072,C01578,customer,İhtiyaç Kredisi,153716.68,84,2.83,2020-08-04,Aktif,False
L002073,C01579,customer,İşletme Kredisi,3142.58,120,4.64,2023-11-29,Aktif,False
L002074,C01580,customer,Kredi Kartı,12479.2,12,4.6,2019-07-16,Kapalı,False
L002075,C01581,customer,Kredi Kartı,24870.33,120,4.47,2021-05-19,Aktif,False
L002076,C01582,customer,KOBİ Kredisi,11184.37,60,2.72,2019-01-09,Kapalı,False
L002077,C01583,customer,İşletme Kredisi,5667.26,48,2.82,2024-02-14,Aktif,False
L002078,C01584,customer,İşletme Kredisi,11012.92,24,4.14,2025-07-25,Aktif,False
L002079,C01585,customer,Kredi Kartı,49040.46,84,3.82,2026-04-20,Aktif,False
L002080,C01586,customer,KOBİ Kredisi,240899.64,24,3.75,2025-11-01,Aktif,False
L002081,C01588,customer,İşletme Kredisi,7522.94,120,3.12,2025-06-06,Aktif,False
L002082,C01589,customer,Taşıt Kredisi,35990.48,84,2.67,2025-01-19,Aktif,False
L002083,C01590,customer,KOBİ Kredisi,214949.12,36,4.06,2026-04-05,Aktif,False
L002084,C01591,customer,KOBİ Kredisi,15745.11,120,4.56,2024-01-30,Aktif,False
L002085,C01591,customer,Taşıt Kredisi,48140.61,84,4.63,2023-04-29,Aktif,False
L002086,C01592,customer,Konut Kredisi,7055.93,24,4.85,2024-04-30,Kapalı,True
L002087,C01593,customer,KOBİ Kredisi,39671.26,60,3.41,2023-02-15,Aktif,True
L002088,C01594,customer,İhtiyaç Kredisi,25607.47,48,2.57,2020-04-12,Kapalı,False
L002089,C01594,customer,Taşıt Kredisi,40221.81,6,3.42,2020-02-05,Kapalı,False
L002090,C01597,customer,Taşıt Kredisi,32218.14,24,4.23,2019-01-19,Kapalı,False
L002091,C01597,customer,KOBİ Kredisi,45868.63,6,2.79,2024-07-29,Kapalı,False
L002092,C01598,customer,İşletme Kredisi,45472.66,84,4.37,2020-05-21,Aktif,False
L002093,C01599,customer,Taşıt Kredisi,26242.6,60,4.12,2023-08-24,Aktif,False
L002094,C01600,customer,KOBİ Kredisi,48991.32,84,4.76,2021-12-04,Aktif,True
L002095,C01601,customer,Taşıt Kredisi,13109.74,6,4.55,2020-06-21,Aktif,False
L002096,C01602,customer,Taşıt Kredisi,8774.1,24,3.35,2021-01-05,Kapalı,False
L002097,C01603,customer,KOBİ Kredisi,55986.13,84,4.21,2019-12-08,Aktif,False
L002098,C01604,customer,KOBİ Kredisi,5817.64,60,4.72,2020-01-14,Kapalı,False
L002099,C01604,customer,İşletme Kredisi,125073.37,84,2.68,2023-06-19,Aktif,False
L002100,C01606,customer,Taşıt Kredisi,15344.13,84,3.58,2022-12-24,Aktif,False
L002101,C01607,customer,İhtiyaç Kredisi,67769.16,48,3.36,2021-06-13,Kapalı,False
L002102,C01608,customer,Taşıt Kredisi,7107.04,24,3.49,2021-03-20,Aktif,False
L002103,C01609,customer,İşletme Kredisi,31369.3,48,4.41,2019-04-14,Kapalı,False
L002104,C01610,customer,Taşıt Kredisi,15173.22,84,3.43,2025-09-18,Aktif,False
L002105,C01611,customer,KOBİ Kredisi,18140.23,48,3.7,2025-06-17,Aktif,False
L002106,C01611,customer,KOBİ Kredisi,20190.06,120,4.05,2022-04-29,Aktif,False
L002107,C01612,customer,Taşıt Kredisi,21448.3,60,3.53,2025-05-15,Aktif,False
L002108,C01613,customer,Konut Kredisi,30011.53,6,4.32,2024-02-15,Kapalı,False
L002109,C01614,customer,Konut Kredisi,16192.96,48,3.11,2024-04-02,Aktif,False
L002110,C01614,customer,İşletme Kredisi,20450.37,24,2.75,2023-11-10,Kapalı,False
L002111,C01615,customer,Kredi Kartı,42170.01,60,3.46,2020-08-03,Kapalı,False
