company_id,firma_unvani,mersis_no,sektor,sehir,kurulus_tarihi,sermaye_tl,calisan_sayisi,kkb_firma_skoru
F01188,Doruk Holding A.Ş.,7825735546388488,Finans ve Sigorta,Eskişehir,2008-02-13,235618.84,13,655
F01189,Doruk Yazılım A.Ş.,0530895782188968,Finans ve Sigorta,Gaziantep,2016-08-02,2229576.46,17,1145
F01190,Anka Holding A.Ş.,4141877678610783,Enerji,İstanbul,2013-07-07,1345017.22,2,941
F01191,Doruk Teknoloji A.Ş.,3260347191592624,Eğitim,İzmir,2004-02-23,21388.29,81,1499
F01192,Vadi Makine A.Ş.,7778200010270454,Otomotiv,İzmir,1995-08-21,554233.84,18,1572
F01193,Sahil Danışmanlık A.Ş.,4914513139003664,Turizm ve Konaklama,Ankara,1997-07-24,292402.19,17,1360
F01194,Damla İnşaat A.Ş.,0236738530978048,Sağlık,İstanbul,1995-01-27,137385.9,12,1482
F01195,Bereket Gıda A.Ş.,1388900719095031,Kimya,İstanbul,2001-09-18,303035.13,3,906
F01196,Yıldız Tarım Ltd. Şti.,4540816079921111,İnşaat,Ankara,2021-05-18,883039.82,9,1503
F01197,Erguvan Holding Ltd. Şti.,5341080782383397,Finans ve Sigorta,Samsun,2001-01-22,80714.06,3,1056
F01198,Damla Yapı A.Ş.,9825343839112742,Finans ve Sigorta,Ankara,2002-01-11,210066.29,6,1788
F01199,Çınar İnşaat Ltd. Şti.,2498911466601548,İnşaat,Gaziantep,2005-03-10,326921.59,85,1449
F01200,Kıvılcım Ticaret A.Ş.,1754109862694874,Lojistik,Bursa,2015-09-26,18886.34,38,947
